Station Name,LID,Modes of Transports
"Roodt-sur-Syre, Gare","A=1@O=Roodt-sur-Syre, Gare@X=6302921@Y=49666543@U=82@L=180106009@",4
"Mensdorf, Op den Hoehlerchen","A=1@O=Mensdorf, Op den Hoehlerchen@X=6303236@Y=49658498@U=82@L=180104003@",32
"Roodt-sur-Syre, Barriär","A=1@O=Roodt-sur-Syre, Barriär@X=6303677@Y=49666112@U=82@L=180106001@",32
"Roodt-sur-Syre, Hunnemillen","A=1@O=Roodt-sur-Syre, Hunnemillen@X=6305079@Y=49666013@U=82@L=180106004@",32
"Olingen, Beim leschte Wollef","A=1@O=Olingen, Beim leschte Wollef@X=6308504@Y=49681825@U=82@L=180105002@",32
"Rippig, Rippigerkopp","A=1@O=Rippig, Rippigerkopp@X=6309088@Y=49746376@U=82@L=170205001@",32
"Eschweiler/Junglinster, Bei der Kiirch","A=1@O=Eschweiler/Junglinster, Bei der Kiirch@X=6310257@Y=49717206@U=82@L=180506001@",32
"Olingen, Rue de Rodenbourg","A=1@O=Olingen, Rue de Rodenbourg@X=6314032@Y=49680189@U=82@L=180105003@",32
"Olingen, Centre culturel","A=1@O=Olingen, Centre culturel@X=6314832@Y=49679946@U=82@L=180105004@",32
"Olingen, rue de Betzdorf","A=1@O=Olingen, rue de Betzdorf@X=6316882@Y=49681996@U=82@L=180105005@",32
"Olingen, Am Kéisbierg","A=1@O=Olingen, Am Kéisbierg@X=6319830@Y=49679299@U=82@L=180105001@",32
Rippig,A=1@O=Rippig@X=6322410@Y=49738142@U=82@L=170205002@,32
"Betzdorf, Banzelt","A=1@O=Betzdorf, Banzelt@X=6328685@Y=49673267@U=82@L=180101001@",32
"Betzdorf, Op der Banzelt","A=1@O=Betzdorf, Op der Banzelt@X=6329332@Y=49672890@U=82@L=180101002@",32
Weidig,A=1@O=Weidig@X=6330689@Y=49717440@U=82@L=180208001@,32
"Hemstal, Kiirch","A=1@O=Hemstal, Kiirch@X=6333611@Y=49739374@U=82@L=170203002@",32
"Breinert, Breinertknupp","A=1@O=Breinert, Breinertknupp@X=6335094@Y=49712442@U=82@L=180204002@",32
"Hemstal, Am Ieweschten Duerf","A=1@O=Hemstal, Am Ieweschten Duerf@X=6337063@Y=49740983@U=82@L=170203001@",32
"Christnach, Schoulstrooss","A=1@O=Christnach, Schoulstrooss@X=6273041@Y=49788212@U=82@L=170801002@",32
"Waldbillig, Bëlleger Kopp","A=1@O=Waldbillig, Bëlleger Kopp@X=6280565@Y=49793866@U=82@L=170804001@",32
"Haller, Rue des Romains","A=1@O=Haller, Rue des Romains@X=6281311@Y=49819935@U=82@L=170802003@",32
"Haller, Schoul","A=1@O=Haller, Schoul@X=6282732@Y=49820133@U=82@L=170802002@",32
"Waldbillig, Gemeng","A=1@O=Waldbillig, Gemeng@X=6283981@Y=49796536@U=82@L=170804002@",32
"Haller, Beim Basseng","A=1@O=Haller, Beim Basseng@X=6284691@Y=49817355@U=82@L=170802001@",32
"Waldbillig, Michel Rodange","A=1@O=Waldbillig, Michel Rodange@X=6285482@Y=49796293@U=82@L=170804003@",32
"Beaufort, Aispist","A=1@O=Beaufort, Aispist@X=6289033@Y=49840799@U=82@L=170101001@",32
"Beaufort, Op der Gare","A=1@O=Beaufort, Op der Gare@X=6290741@Y=49837095@U=82@L=170101006@",32
"Beaufort, Härewiss","A=1@O=Beaufort, Härewiss@X=6292458@Y=49833536@U=82@L=170101003@",32
"Beaufort, Huelewee","A=1@O=Beaufort, Huelewee@X=6296260@Y=49832808@U=82@L=170101004@",32
"Mullerthal, Schiessentümpel (Parking)","A=1@O=Mullerthal, Schiessentümpel (Parking)@X=6297303@Y=49780715@U=82@L=170803003@",32
Jemenerhaff,A=1@O=Jemenerhaff@X=6299272@Y=49773587@U=82@L=170405001@,32
"Breidweiler, Präitler","A=1@O=Breidweiler, Präitler@X=6302850@Y=49777398@U=82@L=170401001@",32
Colbette,A=1@O=Colbette@X=6303919@Y=49768840@U=82@L=170405005@,32
Kobenbour,A=1@O=Kobenbour@X=6306787@Y=49754566@U=82@L=170207001@,32
Müllerthal/Mëllerdall,A=1@O=Müllerthal/Mëllerdall@X=6306895@Y=49790657@U=82@L=170803002@,32
"Altrier, Kreizenhéicht (RN)","A=1@O=Altrier, Kreizenhéicht (RN)@X=6320504@Y=49748696@U=82@L=170201005@",32
Vugelsmillen,A=1@O=Vugelsmillen@X=6325529@Y=49824349@U=82@L=170105002@,32
Hersberg/Heeschbreg,A=1@O=Hersberg/Heeschbreg@X=6327669@Y=49755851@U=82@L=170204001@,32
"Consdorf, Konstrëfermillen","A=1@O=Consdorf, Konstrëfermillen@X=6327786@Y=49778944@U=82@L=170402007@",32
"Altrier, Op der Schanz","A=1@O=Altrier, Op der Schanz@X=6327795@Y=49750161@U=82@L=170201004@",32
"Altrier, Bildchen","A=1@O=Altrier, Bildchen@X=6327983@Y=49752318@U=82@L=170201001@",32
"Altrier, Heeschbregerwee","A=1@O=Altrier, Heeschbregerwee@X=6328325@Y=49751869@U=82@L=170201002@",32
"Grundhof, Grondhaff","A=1@O=Grundhof, Grondhaff@X=6329170@Y=49835756@U=82@L=170104001@",32
"Grundhof, Bei der Ernz","A=1@O=Grundhof, Bei der Ernz@X=6329943@Y=49835109@U=82@L=170104002@",32
"Consdorf, Post","A=1@O=Consdorf, Post@X=6336910@Y=49778540@U=82@L=170402005@",32
"Consdorf, Schoul","A=1@O=Consdorf, Schoul@X=6337125@Y=49779816@U=82@L=170402006@",32
"Reisdorf, Duddwee","A=1@O=Reisdorf, Duddwee@X=6273536@Y=49858930@U=82@L=141203005@",32
"Beaufort, Iewescht Heed","A=1@O=Beaufort, Iewescht Heed@X=6277374@Y=49848161@U=82@L=170101005@",32
"Beaufort, Ennescht Heed","A=1@O=Beaufort, Ennescht Heed@X=6277689@Y=49844934@U=82@L=170101002@",32
"Wallendorf-Pont, Cité","A=1@O=Wallendorf-Pont, Cité@X=6279469@Y=49869654@U=82@L=141204002@",32
"Bigelbach, Op der Tonn","A=1@O=Bigelbach, Op der Tonn@X=6281150@Y=49861196@U=82@L=141201002@",32
"Beaufort, Reisduerferstrooss","A=1@O=Beaufort, Reisduerferstrooss@X=6284682@Y=49846624@U=82@L=170101007@",32
"Bigelbach, Kiirch","A=1@O=Bigelbach, Kiirch@X=6286615@Y=49860135@U=82@L=141201001@",32
"Beaufort, Um Bierg","A=1@O=Beaufort, Um Bierg@X=6288719@Y=49843298@U=82@L=170101009@",32
"Wallendorf-Pont, Bei der Bréck","A=1@O=Wallendorf-Pont, Bei der Bréck@X=6290409@Y=49873367@U=82@L=141204001@",32
"Reisdorf, Hermeswis","A=1@O=Reisdorf, Hermeswis@X=6313223@Y=49863560@U=82@L=141205001@",32
Cloosbierg,A=1@O=Cloosbierg@X=6319381@Y=49843370@U=82@L=170103001@,32
Dillingen Déiljen,A=1@O=Dillingen Déiljen@X=6319767@Y=49852431@U=82@L=170102001@,32
"Niedergeckler, Kapelle","A=1@O=Niedergeckler, Kapelle@X=6304522@Y=49969785@U=82@L=500000013@",32
"Sinspelt, GH Pax","A=1@O=Sinspelt, GH Pax@X=6320432@Y=49972302@U=82@L=500000014@",32
